gender,age,Investment_Avenues,Mutual_Funds,Equity_Market,Debentures,Government_Bonds,Fixed_Deposits,PPF,Gold,Stock_Marktet,Factor,Objective,Purpose,Duration,Invest_Monitor,Expect,Avenue,What are your savings objectives?,Reason_Equity,Reason_Mutual,Reason_Bonds,Reason_FD,Source,Is_Outlier_LOF
Female,28,Unknown,2,3,7,4,13.18534614,3.397150807,6,Yes,Returns,Capital Appreciation,Unknown,1-3 years,Monthly,10%-20%,Public Provident Fund,Unknown,Unknown,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,34.8,Yes,2,4,7,5,3,1,17.2936777,Yes,Risk,Unknown,Wealth Creation,Less than 1 year,Daily,30%-40%,Unknown,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Male,23,Yes,3,4,6,5,1,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,20%-30%,Mutual Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,35,Yes,2,4,7,5,3,12.98575403,6,Yes,Returns,Growth,Savings for Future,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,capital appreciation_err,Fund Diversification,Safe Investment,Unknown,Television,FALSE
Female,28,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Public Provident Fund,health care_err,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,27,yes_err,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,20%-30%,Unknown,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,33,Yes,3,4,33.77904611,5,1,2,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,19,No,1,2,3,4,5,6,7,No,Returns,Capital Appreciation,Savings for Future,1-3 years,Weekly,20%-30%,public provident fund_err,Education,Dividend,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Female,32,Yes,2,4,7,6,3,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,mutual fund_err,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,31,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Wealth Creation,1-3 years,Daily,30%-40%,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Unknown,30,Yes,2,4,7,6,3,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Unknown,10%-20%,Mutual Fund,retirement plan_err,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,21,Yes,2,1,3,7,6,4,5,Yes,Returns,Income,Wealth Creation,3-5 years,Daily,30%-40%,Equity,Retirement Plan,Unknown,Fund Diversification,Tax Incentives,High Interest Rates,Internet,FALSE
Female,36,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,Less than 1 year,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,tax benefits_err,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,29,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,mutual fund_err,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,newspapers and magazines_err,FALSE
Male,29,Yes,3,4,6,5,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Unknown,31,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Wealth Creation,3-5 years,Daily,Unknown,Fixed Deposits,Health Care,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,25,Unknown,2,3,7,5,20.77069229,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Unknown,Monthly,20%-30%,Equity,Health Care,Dividend,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Unknown,31,Yes,2,3,6,5,1,4,62.4683885,Unknown,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Mutual Fund,Retirement Plan,capital appreciation_err,Better Returns,Assured Returns,Risk Free,Unknown,FALSE
Male,28,Yes,1,4,6,5,3,1.6,7,Yes,Risk,growth_err,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Unknown,Unknown,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,23,No,1,2,3,4,5,6,7,No,returns_err,Capital Appreciation,Savings for Future,3-5 years,Monthly,30%-40%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,internet_err,FALSE
Female,29,Yes,2,4,7,6,3,1,5,Yes,Unknown,Unknown,Wealth Creation,3-5 years,Daily,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Unknown,Financial Consultants,FALSE
Female,29,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,FALSE
Unknown,21,Yes,38.91517435,46.38680213,5,6,3,1,7,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,20%-30%,Fixed Deposits,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Unknown,33,Yes,2,3,7,69.93907057,4,1,5,Yes,Risk,Growth,Savings for Future,Less than 1 year,Weekly,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Unknown,Fixed Returns,Television,FALSE
Female,24,Yes,4,3,2,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,30%-40%,Fixed Deposits,Health Care,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Female,21,No,7,5,4,6,3,1,2,Unknown,Risk,Capital Appreciation,Wealth Creation,Unknown,Daily,10%-20%,Public Provident Fund,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Male,32,Yes,2,3,7,6,4,1,5,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,27,Yes,3,4,33.77904611,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Equity,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,33,Yes,5,4,3,2,7,1,6,Yes,Returns,Income,Returns,1-3 years,Unknown,20%-30%,Equity,Retirement Plan,Capital Appreciation,Tax Benefits,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Female,32,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Savings for Future,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Unknown,Unknown,Unknown,Risk Free,Financial Consultants,FALSE
male_err,31,Yes,2,3,7,6,4,1,5,Yes,Unknown,Growth,Unknown,3-5 years,Weekly,10%-20%,Fixed Deposits,health care_err,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Female,26,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Public Provident Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,30,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Wealth Creation,More than 5 years,Weekly,30%-40%,Equity,Health Care,Dividend,Fund Diversification,assured returns_err,Fixed Returns,Newspapers and Magazines,FALSE
Male,27.4,Unknown,2,4,7,17.98781411,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,30%-40%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,31,Yes,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,28,Yes,3,4,6,69.93907057,1,2,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,30%-40%,Unknown,Retirement Plan,Dividend,Unknown,Assured Returns,Fixed Returns,Unknown,FALSE
Female,19,No,1,2,3,4,5,6,7,No,Returns,Unknown,Savings for Future,More than 5 years,Daily,20%-30%,Public Provident Fund,Education,Dividend,Unknown,Safe Investment,Risk Free,Internet,FALSE
Unknown,31,Yes,3,6,33.77904611,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,30,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Wealth Creation,3-5 years,Weekly,10%-20%,Public Provident Fund,Health Care,Dividend,Fund Diversification,Unknown,Fixed Returns,Unknown,FALSE
Female,25,No,7,5,4,69.93907057,3,1,2,No,Risk,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%_err,Fixed Deposits,Retirement Plan,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Male,23,Yes,2,3,7,4,6,1,5,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,28,Yes,2.8,4,6,5,1,2,7,Yes,Returns,Unknown,Wealth Creation,Less than 1 year,Daily,30%-40%,Public Provident Fund,Retirement Plan,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,35,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,Savings for Future,More than 5 years,Unknown,10%-20%,Mutual Fund,Unknown,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,29,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,Unknown,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,26,Yes,2,4,6,5,3,1,7,Yes,Risk,Growth,Savings for Future,Unknown,Daily,20%-30%,Fixed Deposits,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,27,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,30%-40%,Equity,Health Care,Dividend,better returns_err,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,34,Yes,2,3.8,7,69.93907057,3,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Unknown,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Unknown,FALSE
Unknown,28,Yes,2,4,7,6,3,1,5,Yes,nan_err,Capital Appreciation,Wealth Creation,Unknown,Monthly,20%-30%,Equity,Retirement Plan,Capital Appreciation,Unknown,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,26,Yes,2,4,6,5,45.92673072,12.98575403,7,Yes,Risk,Growth,Unknown,1-3 years,Daily,10%-20%,Equity,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,30,Yes,2,5,7,6,3,1,4,Unknown,Risk,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,30,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Wealth Creation,less than 1 year_err,daily_err,20%-30%,Mutual Fund,Unknown,Dividend,Fund Diversification,Assured Returns,Fixed Returns,Newspapers and Magazines,FALSE
Female,22,Yes,4,3,33.77904611,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,10%-20%,Equity,Health Care,Unknown,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Male,30,yes_err,3,6,4,2,5,1,7,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,28,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Monthly,10%-20%,Fixed Deposits,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,27,Yes,3,2,7,5,45.92673072,1,6,Yes,Risk,Growth,Wealth Creation,More than 5 years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Female,24,Yes,4,3,14.71161844,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,10%-20%,Mutual Fund,Unknown,Unknown,Better Returns,Safe Investment,High Interest Rates,financial consultants_err,FALSE
Female,24,Yes,4,3,2,1,5,6,7,Unknown,Locking Period,Unknown,Wealth Creation,Unknown,Weekly,20%-30%,Mutual Fund,Health Care,Dividend,Better Returns,Unknown,High Interest Rates,Financial Consultants,FALSE
Unknown,33,Yes,2,46.38680213,7,6,4,1,5,Yes,Risk,Growth,Savings for Future,Less than 1 year,Unknown,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
Male,30,Yes,3,4,6,5,2,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,32,Yes,2,4,7,5,1,3,62.4683885,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Unknown,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,30,Yes,2,4,7,6,3,1,5,Unknown,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Fixed Returns,Financial Consultants,FALSE
Male,28,Yes,2,4,7,5,1,3,6,Yes,Returns,Capital Appreciation,Unknown,3-5 years,Daily,30%-40%,Equity,Health Care,Unknown,Fund Diversification,Unknown,Fixed Returns,Newspapers and Magazines,FALSE
Female,35,yes_err,1,2,5,3,7,6,4,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%_err,Equity,Unknown,Capital Appreciation,Better Returns,Safe Investment,Fixed Returns,Newspapers and Magazines,FALSE
Male,27,Yes,3,2,33.77904611,4,5,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Monthly,10%-20%,Mutual Fund,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,26,Yes,38.91517435,3,2,1,5,6,7,No,Locking Period,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Fixed Deposits,Unknown,Dividend,Better Returns,Safe Investment,High Interest Rates,Financial Consultants,FALSE
Female,30,Yes,2,4,7,6,3,1,5,Yes,Unknown,Capital Appreciation,Wealth Creation,1-3 years,Weekly,10%-20%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,26,No,7,5,4,6,3,1,2,No,Risk,Capital Appreciation,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,Unknown,Liquidity,Fund Diversification,Safe Investment,Risk Free,Internet,FALSE
Female,30.4,Yes,2,4,7,6,45.92673072,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Unknown,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Unknown,25,Yes,2,1,3,7,6,4,5,Yes,Returns,Income,Wealth Creation,More than 5 years,Weekly,10%-20%,Public Provident Fund,retirement plan_err,Dividend,Fund Diversification,Tax Incentives,High Interest Rates,Internet,FALSE
Female,35,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Savings for Future,3-5 years,Daily,10%-20%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Unknown,Risk Free,Financial Consultants,FALSE
female_err,25,Yes,3,2,7,5,4,1,6,Unknown,Unknown,Growth,Wealth Creation,Less than 1 year,Unknown,30%-40%,Fixed Deposits,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Television,FALSE
Male,26,Yes,5,12.47736043,7,6,1,2,3,Yes,Risk,Growth,Savings for Future,3-5 years,Weekly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Better Returns,Safe Investment,Unknown,Financial Consultants,FALSE
Male,28,Yes,2,4,33.77904611,5,3,1,7,Yes,Risk,Growth,Unknown,More than 5 years,Daily,20%-30%,Public Provident Fund,Health Care,Liquidity,Better Returns,Assured Returns,Risk Free,Financial Consultants,FALSE
Female,24,No,2,46.38680213,33.77904611,6,4,5,7,No,Returns,Income,Wealth Creation,1-3 years,Monthly,20%-30%,Fixed Deposits,Retirement Plan,Capital Appreciation,Better Returns,Safe Investment,Risk Free,Internet,FALSE
Male,23,Yes,2,3,6,4,1,5,7,Yes,Returns,Capital Appreciation,Returns,less than 1 year_err,Weekly,10%-20%,Equity,Education,Dividend,Better Returns,Safe Investment,Risk Free,Newspapers and Magazines,FALSE
Female,26,Yes,2,12.47736043,5,6,3,1,7,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,34,Yes,2,4,7,5,3,1,6,Yes,Risk,Growth,Savings for Future,Unknown,Unknown,20%-30%,Equity,Unknown,Capital Appreciation,Unknown,Assured Returns,Risk Free,Financial Consultants,FALSE
Male,24,Yes,2,3,7,5,4,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Monthly,10%-20%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,risk free_err,Unknown,FALSE
Male,34,Yes,2,4,7,5,3,1,6,Yes,Returns,Growth,Savings for Future,More than 5 years,Daily,10%-20%,Equity,Retirement Plan,Capital Appreciation,Fund Diversification,Safe Investment,Fixed Returns,Television,FALSE
female_err,25,No,7,5,4,6,3,1,2,No,Risk,Capital Appreciation,Unknown,Less than 1 year,Unknown,10%-20%,Equity,Unknown,Liquidity,Unknown,Safe Investment,Risk Free,Internet,FALSE
male_err,29,Yes,2,3,7,5,4,12.98575403,62.4683885,Yes,Unknown,capital appreciation_err,Wealth Creation,Less than 1 year,Weekly,30%-40%,Mutual Fund,health care_err,Capital Appreciation,Fund Diversification,Unknown,Risk Free,Newspapers and Magazines,FALSE
Male,32,Yes,2,3,6,5,1,4,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Monthly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Television,FALSE
Male,27,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,1-3 years,Daily,20%-30%,Unknown,Retirement Plan,Unknown,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,25,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,3-5 years,Daily,10%-20%,Public Provident Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Unknown,FALSE
Male,32,Yes,1,46.38680213,6,5,2.2,2,7,Yes,Risk,Growth,Wealth Creation,Less than 1 year,Daily,30%-40%,Equity,Health Care,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,32,Yes,3,4,7,5,1,2,6,Yes,Risk,Growth,Wealth Creation,3-5 years,Monthly,Unknown,nan_err,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Male,28,Unknown,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Unknown,Less than 1 year,Unknown,30%-40%,Mutual Fund,Retirement Plan,Capital Appreciation,Tax Benefits,Assured Returns,Fixed Returns,Television,FALSE
Male,30,Yes,3,2,7,4,5,1,6,Yes,Risk,Capital Appreciation,Wealth Creation,1-3 years,Daily,Unknown,Equity,Unknown,Capital Appreciation,Better Returns,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Male,23,Yes,3,4,6,5,1,2,7,Yes,Risk,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,Unknown,equity_err,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Risk Free,Newspapers and Magazines,FALSE
Female,31,Yes,2,4,7,6,45.92673072,1,5,Yes,Returns,Capital Appreciation,Wealth Creation,More than 5 years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,Fixed Returns,Financial Consultants,FALSE
Female,27,Yes,3,6,4,2,5,1,7,Yes,Returns,Capital Appreciation,Wealth Creation,3-5 years,Weekly,30%-40%,Equity,Retirement Plan,Capital Appreciation,Better Returns,Assured Returns,High Interest Rates,Financial Consultants,FALSE
Male,25,Unknown,2,4,7,5,1,3,6,Unknown,Unknown,Capital Appreciation,Unknown,1-3 years,Weekly,20%-30%,Mutual Fund,Health Care,Capital Appreciation,Fund Diversification,Assured Returns,Fixed Returns,Unknown,FALSE
Male,32,Yes,4,3,5,7,2,1,6,Yes,Returns,Capital Appreciation,Wealth Creation,Less than 1 year,Weekly,20%-30%,Fixed Deposits,Retirement Plan,Dividend,Better Returns,Safe Investment,Fixed Returns,Financial Consultants,FALSE
