Age,Gender,Education Level,Job Title,Years of Experience,Salary,Age Group,Experience Band
41.0,Male,Phd,Data Scientist,15.0,157000.0,35-44,15-19 yrs
35.0,Female,Master's,Human Resources Manager,8.0,92000.0,35-44,5-9 yrs
26.0,Male,Bachelor's,Software Engineer,1.0,52000.0,25-34,0-1 yrs
30.0,Female,Bachelor's,Marketing Coordinator,4.0,58000.0,25-34,2-4 yrs
48.0,Male,Phd,Data Scientist,22.0,219000.0,45-54,20+ yrs
32.0,Female,Master's,Marketing Manager,6.0,77000.0,25-34,5-9 yrs
34.0,Male,Bachelor's,Operations Manager,8.0,104000.0,25-34,5-9 yrs
31.0,Female,High School,Junior Sales Associate,1.0,25000.0,25-34,0-1 yrs
44.0,Female,Phd,Data Scientist,18.0,183000.0,35-44,15-19 yrs
31.0,Female,Master's,Director Of Hr,6.0,95000.0,25-34,5-9 yrs
28.0,Male,Bachelor's,Junior Web Developer,2.0,45000.0,25-34,2-4 yrs
29.0,Female,Master's,Senior Hr Generalist,4.0,70000.0,25-34,2-4 yrs
35.0,Male,Phd,Senior Human Resources Manager,10.0,110000.0,35-44,10-14 yrs
26.0,Female,High School,Web Developer,1.0,35000.0,25-34,0-1 yrs
32.0,Male,Bachelor's,Junior Hr Generalist,5.0,60000.0,25-34,5-9 yrs
27.0,Female,Master's,Web Developer,2.0,50000.0,25-34,2-4 yrs
39.0,Male,Master's,Director Of Hr,12.0,120000.0,35-44,10-14 yrs
23.0,Female,Bachelor's,Junior Hr Generalist,1.0,32000.0,18-24,0-1 yrs
30.0,Male,Bachelor's,Web Developer,4.0,65000.0,25-34,2-4 yrs
26.0,Female,Bachelor's,Junior Hr Coordinator,1.0,35000.0,25-34,0-1 yrs
42.0,Male,Phd,Senior Human Resources Manager,14.0,130000.0,35-44,10-14 yrs
34.0,Female,Master's,Director Of Hr,9.0,95000.0,25-34,5-9 yrs
28.0,Male,High School,Juniour Hr Generalist,2.0,43000.0,25-34,2-4 yrs
29.0,Male,Bachelor's,Web Developer,3.0,60000.0,25-34,2-4 yrs
35.0,Female,Master's,Senior Hr Generalist,8.0,80000.0,35-44,5-9 yrs
26.0,Male,Master's,Junior Web Developer,2.0,48000.0,25-34,2-4 yrs
40.0,Female,Phd,Director Of Hr,13.0,125000.0,35-44,10-14 yrs
34.0,Male,Bachelor's,Web Developer,7.0,85000.0,25-34,5-9 yrs
26.0,Female,Bachelor's,Junior Hr Generalist,2.0,42000.0,25-34,2-4 yrs
29.0,Male,Master's,Senior Hr Generalist,4.0,70000.0,25-34,2-4 yrs
25.0,Female,High School,Juniour Hr Coordinator,1.0,32000.0,25-34,0-1 yrs
33.0,Male,Master's,Web Developer,6.0,80000.0,25-34,5-9 yrs
27.0,Female,Bachelor's,Junior Hr Generalist,2.0,42000.0,25-34,2-4 yrs
31.0,Male,Phd,Senior Human Resources Manager,7.0,90000.0,25-34,5-9 yrs
24.0,Male,Bachelor's,Junior Web Developer,1.0,40000.0,18-24,0-1 yrs
42.0,Female,Master's,Senior Hr Generalist,12.0,110000.0,35-44,10-14 yrs
34.0,Male,Master's,Director Of Hr,10.0,105000.0,25-34,10-14 yrs
28.0,Female,Bachelor's,Junior Hr Generalist,3.0,50000.0,25-34,2-4 yrs
33.0,Male,Phd,Director Of Hr,8.0,95000.0,25-34,5-9 yrs
29.0,Female,Bachelor's,Web Developer,3.0,60000.0,25-34,2-4 yrs
25.0,Male,High School,Junior Hr Generalist,2.0,40000.0,25-34,2-4 yrs
26.0,Female,Master's,Senior Hr Generalist,2.0,55000.0,25-34,2-4 yrs
30.0,Male,Bachelor's,Web Developer,5.0,70000.0,25-34,5-9 yrs
24.0,Female,High School,Juniour Hr Coordinator,1.0,32000.0,18-24,0-1 yrs
31.0,Male,Master's,Director Of Hr,7.0,90000.0,25-34,5-9 yrs
27.0,Female,Bachelor's,Web Developer,2.0,50000.0,25-34,2-4 yrs
26.0,Female,Bachelor's,Junior Hr Generalist,1.0,32000.0,25-34,0-1 yrs
32.0,Male,Master's,Web Developer,6.0,80000.0,25-34,5-9 yrs
25.0,Male,High School,Web Developer,2.0,45000.0,25-34,2-4 yrs
33.0,Female,Bachelor's,Junior Hr Generalist,7.0,65000.0,25-34,5-9 yrs
27.0,Male,Master's,Web Developer,2.0,50000.0,25-34,2-4 yrs
28.0,Female,Bachelor's,Junior Hr Coordinator,3.0,45000.0,25-34,2-4 yrs
34.0,Male,Phd,Director Of Hr,9.0,95000.0,25-34,5-9 yrs
30.0,Female,Bachelor's,Web Developer,4.0,65000.0,25-34,2-4 yrs
26.0,Male,Bachelor's,Junior Hr Coordinator,2.0,38000.0,25-34,2-4 yrs
42.0,Female,Master's,Senior Human Resources Manager,13.0,125000.0,35-44,10-14 yrs
34.0,Male,Master's,Web Developer,8.0,90000.0,25-34,5-9 yrs
28.0,Female,High School,Juniour Hr Generalist,2.0,43000.0,25-34,2-4 yrs
31.0,Male,Bachelor's,Junior Hr Generalist,5.0,60000.0,25-34,5-9 yrs
29.0,Female,Master's,Web Developer,3.0,60000.0,25-34,2-4 yrs
26.0,Female,Bachelor's,Web Developer,1.0,35000.0,25-34,0-1 yrs
32.0,Male,Master's,Director Of Hr,6.0,95000.0,25-34,5-9 yrs
27.0,Female,Master's,Junior Hr Generalist,2.0,42000.0,25-34,2-4 yrs
39.0,Male,Master's,Senior Hr Generalist,11.0,100000.0,35-44,10-14 yrs
23.0,Female,Bachelor's,Junior Hr Coordinator,1.0,32000.0,18-24,0-1 yrs
42.0,Male,Phd,Director Of Hr,14.0,130000.0,35-44,10-14 yrs
28.0,Male,High School,Junior Web Developer,2.0,43000.0,25-34,2-4 yrs
25.0,Female,High School,Junior Hr Coordinator,1.0,32000.0,25-34,0-1 yrs
31.0,Female,Bachelor's,Junior Hr Coordinator,4.0,500.0,25-34,2-4 yrs
27.0,Female,Bachelor's,Junior Software Engineer,1.0,45000.0,25-34,0-1 yrs
33.0,Male,Master's,Senior Data Scientist,8.0,120000.0,25-34,5-9 yrs
29.0,Female,Bachelor's,Marketing Coordinator,3.0,55000.0,25-34,2-4 yrs
31.0,Male,Bachelor's,Junior Marketing Manager,5.0,70000.0,25-34,5-9 yrs
38.0,Female,Phd,Senior Research Scientist,12.0,140000.0,35-44,10-14 yrs
25.0,Male,High School,Junior Sales Associate,1.0,30000.0,25-34,0-1 yrs
32.0,Female,Master's,Senior Software Engineer,7.0,100000.0,25-34,5-9 yrs
27.0,Male,Bachelor's,Junior Data Analyst,2.0,50000.0,25-34,2-4 yrs
29.0,Female,Bachelor's,Junior Marketing Manager,3.0,55000.0,25-34,2-4 yrs
35.0,Male,Phd,Senior Research Scientist,10.0,130000.0,35-44,10-14 yrs
26.0,Female,Bachelor's,Junior Software Engineer,1.0,45000.0,25-34,0-1 yrs
28.0,Female,Bachelor's,Junior Software Engineer,2.0,48000.0,25-34,2-4 yrs
36.0,Male,Master's,Senior Data Scientist,9.0,125000.0,35-44,5-9 yrs
30.0,Female,Bachelor's,Marketing Coordinator,4.0,57000.0,25-34,2-4 yrs
32.0,Male,Bachelor's,Junior Marketing Manager,6.0,72000.0,25-34,5-9 yrs
39.0,Female,Phd,Senior Research Scientist,13.0,145000.0,35-44,10-14 yrs
26.0,Male,High School,Junior Sales Associate,2.0,31000.0,25-34,2-4 yrs
33.0,Female,Master's,Senior Software Engineer,8.0,105000.0,25-34,5-9 yrs
28.0,Male,Bachelor's,Junior Data Analyst,3.0,52000.0,25-34,2-4 yrs
30.0,Female,Bachelor's,Junior Marketing Manager,4.0,57000.0,25-34,2-4 yrs
36.0,Male,Phd,Senior Research Scientist,11.0,135000.0,35-44,10-14 yrs
27.0,Female,Bachelor's,Junior Software Engineer,2.0,48000.0,25-34,2-4 yrs
34.0,Male,Master's,Senior Data Scientist,9.0,125000.0,25-34,5-9 yrs
26.0,Male,Bachelor's,Senior Product Marketing Manager,5.0,85000.0,25-34,5-9 yrs
28.0,Female,Master's,Marketing Manager,7.0,110000.0,25-34,5-9 yrs
34.0,Male,Phd,Director Of Marketing,12.0,170000.0,25-34,10-14 yrs
31.0,Male,Bachelor's,Sales Director,9.0,140000.0,25-34,5-9 yrs
24.0,Female,High School,Sales Associate,1.0,30000.0,18-24,0-1 yrs
29.0,Male,Bachelor's,Digital Marketing Manager,6.0,95000.0,25-34,5-9 yrs
27.0,Female,Master's,Content Marketing Manager,4.0,80000.0,25-34,2-4 yrs
33.0,Male,Phd,Sales Director,10.0,155000.0,25-34,10-14 yrs
21.0,Female,High School,Junior Sales Representative,0.0,25000.0,18-24,0-1 yrs
36.0,Male,Bachelor's,Sales Manager,11.0,160000.0,35-44,10-14 yrs
25.0,Female,Bachelor's,Marketing Manager,3.0,65000.0,25-34,2-4 yrs
30.0,Male,Master's,Financial Manager,7.0,120000.0,25-34,5-9 yrs
28.0,Female,Phd,Director Of Marketing,6.0,105000.0,25-34,5-9 yrs
22.0,Female,High School,Sales Associate,0.0,25000.0,18-24,0-1 yrs
45.0,Male,Bachelor's,Financial Manager,21.0,250000.0,45-54,20+ yrs
31.0,Female,Master's,Content Marketing Manager,8.0,120000.0,25-34,5-9 yrs
28.0,Male,Bachelor's,Digital Marketing Manager,4.0,80000.0,25-34,2-4 yrs
29.0,Male,Bachelor's,Senior Product Marketing Manager,6.0,100000.0,25-34,5-9 yrs
35.0,Female,Phd,Director Of Marketing,12.0,170000.0,35-44,10-14 yrs
27.0,Male,High School,Sales Representative,3.0,50000.0,25-34,2-4 yrs
33.0,Female,Bachelor's,Marketing Manager,9.0,140000.0,25-34,5-9 yrs
25.0,Female,Bachelor's,Marketing Manager,2.0,55000.0,25-34,2-4 yrs
29.0,Female,Master's,Content Marketing Manager,4.0,80000.0,25-34,2-4 yrs
23.0,Male,Bachelor's,Software Engineer,1.0,60000.0,18-24,0-1 yrs
39.0,Female,Master's,Marketing Manager,12.0,150000.0,35-44,10-14 yrs
28.0,Male,Bachelor's,Financial Analyst,4.0,80000.0,25-34,2-4 yrs
31.0,Female,Phd,Research Scientist,8.0,120000.0,25-34,5-9 yrs
35.0,Male,Bachelor's,Project Manager,10.0,130000.0,35-44,10-14 yrs
27.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,25-34,2-4 yrs
42.0,Male,Master's,Senior Software Engineer,18.0,180000.0,35-44,15-19 yrs
29.0,Female,Bachelor's,Digital Marketing Specialist,3.0,60000.0,25-34,2-4 yrs
33.0,Male,Bachelor's,Marketing Manager,7.0,110000.0,25-34,5-9 yrs
24.0,Female,High School,Sales Associate,0.0,25000.0,18-24,0-1 yrs
30.0,Male,Master's,Financial Analyst,6.0,100000.0,25-34,5-9 yrs
26.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,25-34,2-4 yrs
32.0,Male,Phd,Data Scientist,9.0,140000.0,25-34,5-9 yrs
22.0,Female,High School,Receptionist,0.0,25000.0,18-24,0-1 yrs
37.0,Male,Bachelor's,Product Manager,12.0,150000.0,35-44,10-14 yrs
38.0,Female,Master's,Marketing Director,14.0,170000.0,35-44,10-14 yrs
25.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,25-34,0-1 yrs
29.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,25-34,2-4 yrs
27.0,Male,Bachelor's,Product Designer,3.0,60000.0,25-34,2-4 yrs
34.0,Female,Phd,Research Director,10.0,150000.0,25-34,10-14 yrs
26.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,25-34,2-4 yrs
31.0,Female,Master's,Financial Manager,7.0,120000.0,25-34,5-9 yrs
26.0,Female,Bachelor's,Social M,7.0,115000.0,25-34,5-9 yrs
28.0,Male,Bachelor's,Software Engineer,3.0,85000.0,25-34,2-4 yrs
36.0,Female,Master's,Marketing Director,11.0,160000.0,35-44,10-14 yrs
25.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,25-34,0-1 yrs
29.0,Female,Phd,Data Scientist,5.0,100000.0,25-34,5-9 yrs
33.0,Male,Bachelor's,Project Manager,8.0,120000.0,25-34,5-9 yrs
43.0,Male,Master's,Senior Software Engineer,19.0,185000.0,35-44,15-19 yrs
30.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,25-34,2-4 yrs
34.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,25-34,5-9 yrs
25.0,Female,High School,Sales Associate,0.0,25000.0,25-34,0-1 yrs
31.0,Male,Master's,Financial Analyst,6.0,100000.0,25-34,5-9 yrs
27.0,Female,Bachelor's,Social Media Manager,3.0,55000.0,25-34,2-4 yrs
33.0,Male,Phd,Research Scientist,10.0,150000.0,25-34,10-14 yrs
23.0,Female,High School,Receptionist,0.0,25000.0,18-24,0-1 yrs
38.0,Male,Bachelor's,Product Manager,13.0,160000.0,35-44,10-14 yrs
39.0,Female,Master's,Marketing Manager,14.0,170000.0,35-44,10-14 yrs
26.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,25-34,0-1 yrs
30.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,25-34,2-4 yrs
28.0,Male,Bachelor's,Product Designer,3.0,60000.0,25-34,2-4 yrs
35.0,Female,Phd,Research Director,11.0,160000.0,35-44,10-14 yrs
27.0,Male,Bachelor's,Marketing Analyst,2.0,50000.0,25-34,2-4 yrs
32.0,Female,Master's,Financial Manager,8.0,120000.0,25-34,5-9 yrs
27.0,Male,Bachelor's,Software Engineer,3.0,85000.0,25-34,2-4 yrs
35.0,Female,Master's,Marketing Director,11.0,160000.0,35-44,10-14 yrs
24.0,Male,Bachelor's,Financial Analyst,1.0,55000.0,18-24,0-1 yrs
28.0,Female,Phd,Data Scientist,5.0,100000.0,25-34,5-9 yrs
32.0,Male,Bachelor's,Project Manager,8.0,120000.0,25-34,5-9 yrs
26.0,Female,Bachelor's,Graphic Designer,2.0,50000.0,25-34,2-4 yrs
41.0,Male,Master's,Senior Software Engineer,19.0,185000.0,35-44,15-19 yrs
29.0,Female,Bachelor's,Digital Marketing Specialist,4.0,65000.0,25-34,2-4 yrs
33.0,Male,Bachelor's,Marketing Manager,9.0,130000.0,25-34,5-9 yrs
32.0,Male,Phd,Research Scientist,10.0,150000.0,25-34,10-14 yrs
37.0,Male,Bachelor's,Product Manager,13.0,160000.0,35-44,10-14 yrs
38.0,Female,Master's,Marketing Manager,14.0,170000.0,35-44,10-14 yrs
27.0,Male,Bachelor's,Junior Software Engineer,1.0,55000.0,25-34,0-1 yrs
31.0,Female,Bachelor's,Marketing Coordinator,4.0,65000.0,25-34,2-4 yrs
29.0,Male,Bachelor's,Product Designer,3.0,60000.0,25-34,2-4 yrs
34.0,Female,Phd,Research Director,11.0,160000.0,25-34,10-14 yrs
31.0,Female,Master's,Financial Manager,8.0,120000.0,25-34,5-9 yrs
26.0,Female,Bachelor's,Social Media Man,7.0,100000.0,25-34,5-9 yrs
31.0,Male,Bachelor's,Software Engineer,7.0,120000.0,25-34,5-9 yrs
33.0,Male,Master's,Marketing Manager,9.0,130000.0,25-34,5-9 yrs
29.0,Female,High School,Customer Service Representative,3.0,35000.0,25-34,2-4 yrs
36.0,Male,Phd,Research Scientist,13.0,160000.0,35-44,10-14 yrs
27.0,Female,Bachelor's,Marketing Coordinator,2.0,50000.0,25-34,2-4 yrs
31.0,Male,Bachelor's,Project Manager,6.0,100000.0,25-34,5-9 yrs
28.0,Female,Master's,Financial Analyst,4.0,80000.0,25-34,2-4 yrs
25.0,Male,Bachelor's,Software Engineer,1.0,60000.0,25-34,0-1 yrs
30.0,Female,Bachelor's,Sales Manager,5.0,90000.0,25-34,5-9 yrs
34.0,Male,Phd,Research Director,11.0,170000.0,25-34,10-14 yrs
28.0,Female,Bachelor's,Marketing Analyst,3.0,60000.0,25-34,2-4 yrs
32.0,Male,Bachelor's,Product Manager,7.0,120000.0,25-34,5-9 yrs
24.0,Female,High School,Receptionist,0.0,25000.0,18-24,0-1 yrs
37.0,Male,Master's,Marketing Director,14.0,180000.0,35-44,10-14 yrs
39.0,Female,Bachelor's,Financial Manager,16.0,200000.0,35-44,15-19 yrs
26.0,Male,Bachelor's,Product Designer,2.0,50000.0,25-34,2-4 yrs
31.0,Female,Phd,Data Scientist,8.0,140000.0,25-34,5-9 yrs
29.0,Male,Bachelor's,Marketing Analyst,4.0,70000.0,25-34,2-4 yrs
33.0,Female,Master's,Marketing Manager,9.0,130000.0,25-34,5-9 yrs
27.0,Male,Bachelor's,Software Engineer,3.0,80000.0,25-34,2-4 yrs
36.0,Female,Phd,Research Scientist,12.0,160000.0,35-44,10-14 yrs
25.0,Male,Bachelor's,Product Manager,1.0,55000.0,25-34,0-1 yrs
30.0,Female,Bachelor's,Marketing Coordinator,5.0,85000.0,25-34,5-9 yrs
28.0,Female,Bachelor's,Marketing Coordinator,3.0,60000.0,25-34,2-4 yrs
33.0,Male,Master's,Software Engineer,9.0,120000.0,25-34,5-9 yrs
26.0,Female,Bachelor's,Graphic Designer,1.0,45000.0,25-34,0-1 yrs
29.0,Male,Bachelor's,Product Manager,5.0,80000.0,25-34,5-9 yrs
35.0,Female,Phd,Research Scientist,11.0,150000.0,35-44,10-14 yrs
27.0,Male,Bachelor's,Software Engineer,2.0,65000.0,25-34,2-4 yrs
31.0,Female,Bachelor's,Marketing Manager,7.0,100000.0,25-34,5-9 yrs
28.0,Male,Master's,Financial Analyst,4.0,90000.0,25-34,2-4 yrs
24.0,Female,Bachelor's,Marketing Analyst,0.0,40000.0,18-24,0-1 yrs
30.0,Male,Bachelor's,Project Manager,6.0,110000.0,25-34,5-9 yrs
34.0,Female,Phd,Research Director,12.0,170000.0,25-34,10-14 yrs
27.0,Male,Bachelor's,Software Engineer,3.0,75000.0,25-34,2-4 yrs
33.0,Female,Master's,Marketing Manager,8.0,120000.0,25-34,5-9 yrs
25.0,Female,High School,Customer Service Representative,1.0,30000.0,25-34,0-1 yrs
36.0,Male,Phd,Research Scientist,13.0,180000.0,35-44,10-14 yrs
39.0,Female,Bachelor's,Financial Manager,15.0,200000.0,35-44,15-19 yrs
26.0,Male,Bachelor's,Product Designer,1.0,50000.0,25-34,0-1 yrs
28.0,Male,Bachelor's,Marketing Analyst,3.0,65000.0,25-34,2-4 yrs
32.0,Female,Bachelor's,Product Manager,7.0,110000.0,25-34,5-9 yrs
24.0,Male,High School,Delivery Driver,0.0,28000.0,18-24,0-1 yrs
37.0,Male,Master's,Marketing Director,14.0,190000.0,35-44,10-14 yrs
39.0,Female,Bachelor's,Financial Manager,16.0,210000.0,35-44,15-19 yrs
26.0,Male,Bachelor's,Product Designer,2.0,55000.0,25-34,2-4 yrs
36.0,Female,Phd,Research Scientist,12.0,170000.0,35-44,10-14 yrs
25.0,Male,Bachelor's,Product Manager,1.0,60000.0,25-34,0-1 yrs
30.0,Female,Bachelor's,Marketing Coordinator,5.0,90000.0,25-34,5-9 yrs
34.0,Male,Phd,Research Director,11.0,160000.0,25-34,10-14 yrs
29.0,Male,Bachelor's,Software Engineer,3.0,75000.0,25-34,2-4 yrs
32.0,Female,Master's,Marketing Manager,8.0,120000.0,25-34,5-9 yrs
27.0,Male,Bachelor's,Product Manager,2.0,65000.0,25-34,2-4 yrs
30.0,Female,Phd,Data Scientist,6.0,100000.0,25-34,5-9 yrs
36.0,Male,Bachelor's,Financial Analyst,11.0,150000.0,35-44,10-14 yrs
27.0,Male,Phd,Marketing Coordinator,7.0,120000.0,25-34,5-9 yrs
33.0,Male,Master's,Software Engineer,8.0,120000.0,25-34,5-9 yrs
27.0,Female,Bachelor's,Product Manager,2.0,65000.0,25-34,2-4 yrs
30.0,Male,Phd,Data Scientist,6.0,100000.0,25-34,5-9 yrs
36.0,Female,Bachelor's,Financial Analyst,11.0,150000.0,35-44,10-14 yrs
29.0,Male,Bachelor's,Marketing Analyst,3.0,65000.0,25-34,2-4 yrs
32.0,Female,Master's,Software Engineer,9.0,120000.0,25-34,5-9 yrs
26.0,Male,Bachelor's,Graphic Designer,1.0,45000.0,25-34,0-1 yrs
29.0,Female,Bachelor's,Product Manager,5.0,80000.0,25-34,5-9 yrs
35.0,Male,Phd,Research Scientist,11.0,150000.0,35-44,10-14 yrs
34.0,Male,Master's,Software Engineer,9.0,125000.0,25-34,5-9 yrs
28.0,Female,Bachelor's,Product Manager,3.0,70000.0,25-34,2-4 yrs
31.0,Male,Phd,Data Scientist,7.0,110000.0,25-34,5-9 yrs
37.0,Female,Bachelor's,Financial Analyst,12.0,160000.0,35-44,10-14 yrs
30.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,25-34,2-4 yrs
33.0,Female,Master's,Software Engineer,8.0,120000.0,25-34,5-9 yrs
27.0,Male,Bachelor's,Graphic Designer,2.0,50000.0,25-34,2-4 yrs
30.0,Female,Bachelor's,Product Manager,5.0,85000.0,25-34,5-9 yrs
36.0,Male,Phd,Research Scientist,11.0,155000.0,35-44,10-14 yrs
28.0,Male,Bachelor's,Software Engineer,3.0,70000.0,25-34,2-4 yrs
32.0,Female,Bachelor's,Marketing Manager,8.0,115000.0,25-34,5-9 yrs
29.0,Male,Master's,Financial Analyst,5.0,95000.0,25-34,5-9 yrs
25.0,Female,Bachelor's,Marketing Analyst,0.0,40000.0,25-34,0-1 yrs
31.0,Male,Bachelor's,Project Manager,6.0,115000.0,25-34,5-9 yrs
35.0,Female,Phd,Research Director,12.0,175000.0,35-44,10-14 yrs
33.0,Female,Master's,Marketing Manager,9.0,135000.0,25-34,5-9 yrs
29.0,Male,Bachelor's,Marketing Analyst,4.0,75000.0,25-34,2-4 yrs
36.0,Male,Phd,Research Scientist,13.0,185000.0,35-44,10-14 yrs
40.0,Female,Bachelor's,Financial Manager,15.0,210000.0,35-44,15-19 yrs
27.0,Male,Bachelor's,Product Designer,1.0,45000.0,25-34,0-1 yrs
32.0,Female,Phd,Data Scientist,9.0,145000.0,25-34,5-9 yrs
28.0,Male,Bachelor's,Marketing Analyst,3.0,70000.0,25-34,2-4 yrs
32.0,Female,Bachelor's,Product Manager,7.0,120000.0,25-34,5-9 yrs
38.0,Male,Master's,Marketing Director,14.0,195000.0,35-44,10-14 yrs
40.0,Female,Bachelor's,Financial Manager,16.0,215000.0,35-44,15-19 yrs
27.0,Male,Bachelor's,Product Designer,2.0,55000.0,25-34,2-4 yrs
36.0,Female,Phd,Research Scientist,13.0,185000.0,35-44,10-14 yrs
30.0,Female,Bachelor's,Marketing Coordinator,5.0,95000.0,25-34,5-9 yrs
34.0,Male,Phd,Research Director,12.0,170000.0,25-34,10-14 yrs
28.0,Female,Bachelor's,Marketing Analyst,3.0,65000.0,25-34,2-4 yrs
26.0,Female,Master's,Software Engineer,2.0,75000.0,25-34,2-4 yrs
39.0,Male,Phd,Research Scientist,14.0,185000.0,35-44,10-14 yrs
32.0,Female,Bachelor's,Marketing Manager,7.0,120000.0,25-34,5-9 yrs
28.0,Male,Bachelor's,Graphic Designer,3.0,60000.0,25-34,2-4 yrs
35.0,Female,Master's,Data Scientist,10.0,145000.0,35-44,10-14 yrs
33.0,Female,Master's,Product Manager,8.0,135000.0,25-34,5-9 yrs
27.0,Male,Bachelor's,Software Engineer,2.0,70000.0,25-34,2-4 yrs
36.0,Female,Phd,Research Director,12.0,175000.0,35-44,10-14 yrs
29.0,Male,Bachelor's,Sales Associate,2.0,45000.0,25-34,2-4 yrs
45.0,Female,Master's,Sales Manager,8.0,80000.0,45-54,5-9 yrs
37.0,Male,Phd,Marketing Manager,7.0,90000.0,35-44,5-9 yrs
23.0,Female,High School,Sales Executive,1.0,35000.0,18-24,0-1 yrs
41.0,Male,Bachelor's,Financial Manager,12.0,120000.0,35-44,10-14 yrs
26.0,Female,Bachelor's,Digital Marketing Manager,4.0,60000.0,25-34,2-4 yrs
33.0,Male,Master's,Content Marketing Manager,5.0,70000.0,25-34,5-9 yrs
28.0,Female,High School,Sales Representative,3.0,40000.0,25-34,2-4 yrs
50.0,Male,Phd,Senior Product Marketing Manager,15.0,150000.0,45-54,15-19 yrs
35.0,Female,Bachelor's,Junior Sales Representative,2.0,35000.0,35-44,2-4 yrs
42.0,Male,Master's,Director Of Marketing,13.0,130000.0,35-44,10-14 yrs
27.0,Female,Bachelor's,Sales Associate,1.0,35000.0,25-34,0-1 yrs
48.0,Male,Phd,Sales Director,18.0,180000.0,45-54,15-19 yrs
31.0,Female,High School,Financial Manager,4.0,60000.0,25-34,2-4 yrs
36.0,Male,Bachelor's,Sales Manager,6.0,75000.0,35-44,5-9 yrs
25.0,Female,Master's,Digital Marketing Manager,3.0,50000.0,25-34,2-4 yrs
39.0,Male,Phd,Marketing Manager,10.0,100000.0,35-44,10-14 yrs
30.0,Female,High School,Sales Executive,2.0,40000.0,25-34,2-4 yrs
44.0,Male,Bachelor's,Content Marketing Manager,11.0,110000.0,35-44,10-14 yrs
29.0,Female,Master's,Sales Representative,4.0,55000.0,25-34,2-4 yrs
47.0,Male,Phd,Senior Product Marketing Manager,17.0,170000.0,45-54,15-19 yrs
32.0,Female,Bachelor's,Junior Sales Representative,3.0,40000.0,25-34,2-4 yrs
38.0,Male,Master's,Director Of Marketing,9.0,95000.0,35-44,5-9 yrs
24.0,Female,High School,Sales Associate,1.0,35000.0,18-24,0-1 yrs
40.0,Male,Phd,Sales Director,14.0,140000.0,35-44,10-14 yrs
34.0,Female,Bachelor's,Financial Manager,5.0,70000.0,25-34,5-9 yrs
26.0,Male,Master's,Digital Marketing Manager,3.0,50000.0,25-34,2-4 yrs
31.0,Female,Phd,Marketing Manager,6.0,75000.0,25-34,5-9 yrs
27.0,Male,High School,Sales Executive,2.0,40000.0,25-34,2-4 yrs
43.0,Female,Bachelor's,Content Marketing Manager,12.0,120000.0,35-44,10-14 yrs
28.0,Male,Master's,Sales Representative,2.0,40000.0,25-34,2-4 yrs
46.0,Female,Phd,Senior Product Marketing Manager,16.0,160000.0,45-54,15-19 yrs
33.0,Male,Bachelor's,Junior Sales Representative,4.0,55000.0,25-34,2-4 yrs
39.0,Female,Master's,Director Of Marketing,10.0,100000.0,35-44,10-14 yrs
25.0,Male,High School,Sales Associate,1.0,35000.0,25-34,0-1 yrs
41.0,Female,Bachelor's,Sales Manager,8.0,80000.0,35-44,5-9 yrs
35.0,Male,Phd,Marketing Manager,7.0,90000.0,35-44,5-9 yrs
23.0,Female,Bachelor's,Sales Executive,1.0,35000.0,18-24,0-1 yrs
42.0,Male,Master's,Financial Manager,13.0,130000.0,35-44,10-14 yrs
32.0,Male,Master's,Content Marketing Manager,5.0,70000.0,25-34,5-9 yrs
27.0,Female,High School,Sales Representative,3.0,40000.0,25-34,2-4 yrs
36.0,Female,Bachelor's,Junior Sales Representative,2.0,35000.0,35-44,2-4 yrs
48.0,Male,Master's,Director Of Marketing,18.0,180000.0,45-54,15-19 yrs
31.0,Female,High School,Sales Associate,2.0,40000.0,25-34,2-4 yrs
29.0,Male,Bachelor's,Sales Director,6.0,75000.0,25-34,5-9 yrs
45.0,Female,Phd,Financial Manager,12.0,120000.0,45-54,10-14 yrs
25.0,Male,Master's,Digital Marketing Manager,3.0,50000.0,25-34,2-4 yrs
37.0,Female,Bachelor's,Marketing Manager,7.0,90000.0,35-44,5-9 yrs
23.0,Male,High School,Sales Executive,1.0,35000.0,18-24,0-1 yrs
41.0,Female,Bachelor's,Content Marketing Manager,11.0,110000.0,35-44,10-14 yrs
26.0,Male,Master's,Sales Representative,3.0,45000.0,25-34,2-4 yrs
33.0,Female,Phd,Senior Product Marketing Manager,5.0,70000.0,25-34,5-9 yrs
28.0,Male,Bachelor's,Junior Sales Representative,1.0,30000.0,25-34,0-1 yrs
42.0,Female,Master's,Director Of Marketing,13.0,130000.0,35-44,10-14 yrs
27.0,Male,High School,Financial Manager,4.0,60000.0,25-34,2-4 yrs
50.0,Female,Bachelor's,Sales Manager,15.0,150000.0,45-54,15-19 yrs
